paperID,paper title,publish years,authors
2267126114,pixel recurrent neural networks,2016-06-19,aaron van den oord;nal kalchbrenner;koray kavukcuoglu
2267347828,facial landmark detection with tweaked convolutional neural networks,2017-01-01,yue wu;tal hassner;kanggeon kim;gerard g medioni;prem natarajan
2267635276,binarized neural networks,2016-01-01,itay hubara;matthieu courbariaux;daniel soudry;ran elyaniv;yoshua bengio
2267642228,the randomized causation coefficient,2015-01-01,david lopezpaz;krikamol muandet;benjamin recht
2268157125,cookies that give you away the surveillance implications of web tracking,2015-05-18,steven englehardt;dillon reisman;christian eubank;peter zimmerman;jonathan mayer;arvind narayanan;edward w felten
2268771889,broken triangles,2016-05-01,martin c cooper;aymeric duchein;achref el mouelhi;guillaume escamocher;cyril terrioux;bruno zanuttini
2269492499,the higgs boson machine learning challenge,2014-01-01,claire adambourdarios;glen cowan;cecile germain;isabelle guyon;balazs kegl;d rousseau
2269592009,sparse group lasso,2012-01-01,soumyadeep chatterjee;karsten steinhaeuser;arindam banerjee;singdhansu b chatterjee;auroop r ganguly
2269622027,simultaneous safe screening of features and samples in doubly sparse modeling,2016-06-19,atsushi shibagaki;masayuki karasuyama;kohei hatano;ichiro takeuchi
2270245739,hyperparameter optimization with approximate gradient,2016-06-19,fabian pedregosa
2270368980,centrality aware link recommendations,2016-02-08,nikos parotsidis;evaggelia pitoura;panayiotis tsaparas
2270409809,metric learning with adaptive density discrimination,2016-01-01,oren rippel;oren rippel;manohar paluri;piotr dollar;lubomir d bourdev
2270696664,graying the black box understanding dqns,2016-06-19,tom zahavy;nir ben zrihem;shie mannor
2271518208,nonparametric canonical correlation analysis,2016-06-19,tomer michaeli;weiran wang;karen livescu
2272065411,persistence images a stable vector representation of persistent homology,2017-01-01,henry adams;tegan emerson;michael kirby;rachel neville;chris peterson;patrick d shipman;sofya chepushtanova;eric m hanson;francis c motta;lori ziegelmeier
2272111399,graphical model sketch,2016-09-19,branislav kveton;hung hai bui;mohammad ghavamzadeh;georgios theocharous;s muthukrishnan;siqi sun
2272331516,towards open set deep networks,2016-06-01,abhijit bendale;terrance e boult
2272446670,doubly sparse relevance vector machine for continuous facial behavior estimation,2016-09-01,sebastian kaltwang;sinisa todorovic;maja pantic
2272535669,micro architectural analysis of in memory oltp,2016-06-26,utku sirin;pinar tozun;danica porobic;anastasia ailamaki
2273136441,modeling and predicting learning behavior in moocs,2016-02-08,jiezhong qiu;jie tang;tracy xiao liu;jie gong;chenhui zhang;qian zhang;yufei xue
2273354069,will you reconsume the near past fast prediction on short term reconsumption behaviors,2015-01-25,jun chen;chaokun wang;jianmin wang
2273941957,machine learning for meeting analysis,2013-01-01,been kim;cynthia rudin
2274287116,inception v4 inception resnet and the impact of residual connections on learning,2016-01-01,christian szegedy;sergey ioffe;vincent vanhoucke;alexander a alemi
2275363859,combining markov random fields and convolutional neural networks for image synthesis,2016-06-01,chuan li;michael wand
2275365310,learning to generate with memory,2016-06-19,chongxuan li;jun zhu;bo zhang
2276303159,structured prediction energy networks,2016-06-19,david belanger;andrew mccallum
2276735006,flash fast bayesian optimization for data analytic pipelines,2016-08-13,yuyu zhang;mohammad taha bahadori;hang su;jimeng sun
2277490326,adversarial feature selection,2015-11-01,karan kumar budhraja;tim oates
2277766262,pygps a python library for gaussian process regression and classification,2015-01-01,marion neumann;shan huang;daniel e marthaler;kristian kersting
2278112683,variational inference for monte carlo objectives,2016-06-19,andriy mnih;danilo jimenez rezende
2278390984,triest counting local and global triangles in fully dynamic streams with fixed memory size,2016-08-13,lorenzo de stefani;alessandro epasto;matteo riondato;eli upfal
2278642510,dr abc approximate bayesian computation with kernel based distribution regression,2016-06-19,jovana mitrovic;dino sejdinovic;yee whye teh
2279057335,scalable and sustainable deep learning via randomized hashing,2017-08-13,ryan spring;anshumali shrivastava
2279221249,group equivariant convolutional networks,2016-06-19,taco s cohen;max welling
2280163991,deep exploration via bootstrapped dqn,2016-01-01,ian osband;charles blundell;alexander pritzel;benjamin van roy
2280205447,counting and exploring sizes of markov equivalence classes of directed acyclic graphs,2015-01-01,yangbo he;jinzhu jia;bin yu
2280377497,auxiliary deep generative models,2016-06-19,lars maaloe;casper kaae sonderby;soren kaae sonderby;ole winther
2280395961,sentence similarity learning by lexical decomposition and composition,2016-02-23,zhiguo wang;haitao mi;abraham ittycheriah
2280454594,lexis an optimization framework for discovering the hierarchical structure of sequential data,2016-08-13,payam siyari;bistra dilkina;constantine dovrolis
2280758122,selecting machine learning algorithms using regression models,2015-11-01,tri doan;jugal k kalita
2281557635,neural gaussian conditional random fields,2014-09-15,vladan radosavljevic;slobodan vucetic;zoran obradovic
2281717416,tag weighted topic model for mining semi structured documents,2013-08-03,shuangyin li;jiefei li;rong pan
2281948289,marginalizing stacked linear denoising autoencoders,2015-01-01,minmin chen;kilian q weinberger;zhixiang eddie xu;fei sha
2282306112,personalizing human video pose estimation,2016-06-01,james charles;tomas pfister;derek r magee;david c hogg;andrew zisserman
2284050935,weight normalization a simple reparameterization to accelerate training of deep neural networks,2016-12-05,tim salimans;diederik p kingma
2284070151,what s in a name using first names as features for gender inference in twitter,2013-03-15,wendy liu;derek ruths
2284851926,multi layer representation learning for medical concepts,2016-08-13,edward choi;mohammad taha bahadori;elizabeth searles;catherine coffey;michael thompson;james bost;javier tejedorsojo;jimeng sun
2285648419,aligning mixed manifolds,2015-01-25,thomas boucher;c j carey;sridhar mahadevan;m darby dyar
2286188813,learning without concentration,2014-01-01,shahar mendelson
2286702197,auctioning data for learning,2015-11-01,iordanis koutsopoulos;aristides gionis;maria halkidi
2286929393,multi scale context aggregation by dilated convolutions,2016-01-01,fisher yu;vladlen koltun
2286943241,sparql ld a sparql extension for fetching and querying linked data,2015-12-03,pavlos fafalios;yannis tzitzikas
2287294391,preconditioning kernel matrices,2016-06-19,kurt cutajar;michael a osborne;john p cunningham;maurizio filippone
2287914047,segmental recurrent neural networks,2016-01-01,lingpeng kong;chris dyer;noah a smith
2288220956,a confidence based approach for balancing fairness and accuracy,2016-06-30,benjamin fish;jeremy kun;adam daniel lelkes
2288514685,shallow and deep convolutional networks for saliency prediction,2016-06-01,junting pan;elisa sayrol;xavier giroinieto;kevin mcguinness;noel e oconnor
2288743170,beyond cca moment matching for multi view models,2016-06-19,anastasia podosinnikova;francis r bach;simon lacostejulien
2289204371,scalable bayesian rule lists,2017-07-17,hongyu yang;cynthia rudin;margo i seltzer
2290354866,continuous deep q learning with model based acceleration,2016-06-19,shixiang gu;timothy p lillicrap;ilya sutskever;sergey levine
2290596653,affect control processes,2016-01-01,jesse hoey;tobias schroder;areej alhothali
2292193262,compressing graphs and indexes with recursive graph bisection,2016-08-13,laxman dhulipala;igor kabiljo;brian karrer;giuseppe ottaviano;sergey pupyrev;alon michael shalita
2292877769,noisy activation functions,2016-06-19,caglar gulcehre;marcin moczulski;misha denil;yoshua bengio
2292966761,general tensor spectral co clustering for higher order data,2016-01-01,tao wu;austin r benson;david f gleich
2292991151,smart selection,2014-06-01,patrick pantel;michael gamon;ariel fuxman
2293000748,sentiment relevance,2013-08-01,christian scheible;hinrich schutze
2293019624,error bounded sampling for analytics on big sparse data,2014-08-01,ying yan;liang jeff chen;zheng zhang
2293078015,deconvolutional networks,2010-06-01,matthew d zeiler;dilip krishnan;graham w taylor;rob fergus
2293116569,schema extraction,2010-10-26,divesh srivastava
2293131772,multi score position auctions,2016-02-08,denis x charles;nikhil r devanur;balasubramanian sivan
2293188561,context dependent conceptualization,2013-08-03,dongwoo kim;haixun wang;alice h oh
2293241187,structured analytics in social media,2015-08-01,mahashweta das;gautam das
2293242196,the hpu,2010-06-01,james davis;joan arderiu;henry lin;zeb nevins;sebastian schuon;orazio gallo;minghsuan yang
2293283906,computational epidemiology,2014-08-24,madhav v marathe;anil vullikanti
2293298207,robust regression,2016-02-01,dong huang;ricardo silveira cabral;fernando de la torre
2293307430,temporal alignment,2012-05-20,anton dignos;michael h bohlen;johann gamper
2293453011,dynamic memory networks for visual and textual question answering,2016-06-19,caiming xiong;stephen merity;richard socher
2293476956,probabilistic graphical models for boosting cardinal and ordinal peer grading in moocs,2015-01-25,fei mi;dit yan yeung
2293520785,supervised clustering,2010-01-01,pranjal awasthi;reza bosagh zadeh
2293542648,exploring intelligence of web communities,2014-04-07,rajendra akerkar;pierre maret;laurent vercouter
2293593607,size and location matter a new baseline for salient object detection,2014-11-01,long zhao;shuang liang;yichen wei;jinyuan jia
2293605466,quantification trees,2013-12-01,letizia milli;anna monreale;giulio rossetti;fosca giannotti;dino pedreschi;fabrizio sebastiani
2293606632,sampling bedrooms,2011-06-01,luca del pero;jinyan guan;ernesto brau;joseph schlecht;kobus barnard
2293627922,how social is social tagging,2014-04-07,stephan doerfel;daniel zoller;philipp singer;thomas niebler;andreas hotho;markus strohmaier
2293657101,collection flow,2012-06-01,ira kemelmachershlizerman;steven m seitz
2293670469,social capital in network organizations,2014-07-27,saad alqithami;henry hexmoor
2293762284,augmented faces,2011-11-01,matthias dantone;lukas bossard;till quack;luc van gool
2293780340,optimizing join enumeration in transformation based query optimizers,2014-08-01,anil shanbhag;s sudarshan
2293796884,dynamic of argumentation frameworks,2013-08-03,jeanguy mailly
2293857883,efficient globally optimal 2d to 3d deformable shape matching,2016-06-01,zorah lahner;emanuele rodola;frank r schmidt;michael m bronstein;daniel cremers
2293888570,kernelized sorting,2010-10-01,novi quadrianto;alexander j smola;le song;tinne tuytelaars
2293974546,social sampling,2012-08-12,anirban dasgupta;ravi kumar;d sivakumar
2294005953,exemplar cut,2013-12-01,jimei yang;yihsuan tsai;minghsuan yang
2294046137,face flow,2015-12-01,patrick snape;anastasios roussos;yannis panagakis;stefanos zafeiriou
2294059674,maxout networks,2013-01-01,ian j goodfellow;david wardefarley;mehdi mirza;aaron c courville;yoshua bengio
2294124011,committing bandits,2011-01-01,loc bui;ramesh johari;shie mannor
2294130536,relative attributes,2011-11-01,devi parikh;kristen grauman
2294238219,patchbatch a batch augmented loss for optical flow,2016-06-01,david gadot;lior wolf
2294336228,learning from unstructured multimedia data,2014-04-07,janani kalyanam;gert r g lanckriet
2294379794,distributed personalization,2015-08-10,xu miao;chunte chu;lijun tang;yitong zhou;joel young;anmol bhasin
2294409705,differential identifiability,2012-08-12,jaewoo lee;chris clifton
2294581381,social distance games,2011-07-16,simina brânzei;kate larson
2294602567,superpixel tracking,2011-11-01,shu wang;huchuan lu;fan yang;minghsuan yang
2294848877,re flux,2015-09-07,galina mihaleva;luiz zanotello
2294930922,conservation tracking,2013-12-01,martin schiegg;philipp hanslovsky;bernhard x kausler;lars hufnagel;fred a hamprecht
2295030615,end to end sequence labeling via bi directional lstm cnns crf,2016-01-01,xuezhe ma;eduard h hovy
2295053999,hierarchical decision making in electricity grid management,2016-06-19,gal dalal;elad gilboa;shie mannor
2295088417,heterogeneous metric learning with joint graph regularization for cross media retrieval,2013-07-14,xiaohua zhai;yuxin peng;jianguo xiao
2295107390,learning deep features for discriminative localization,2016-06-01,bolei zhou;aditya khosla;agata lapedriza;aude oliva;antonio torralba
